DOB;AGE;GNDR;ADMIT;NATION;NATN_TYPE;CITIZENSHIP;RESIDENCY;COLLEGE;STUDENT_MAJOR;DIPLOMA_DESCRIPTION;CERT_DATE;STUDENT_LEVEL;SCHOOL;SCHOOL_CITY
18-Mar-92;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jul-10;Undergraduate;Al Wahda Private School;
23-Dec-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN
24-Oct-86;25;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;26-Jun-04;Undergraduate;Al Reffa'a Secondary G.;SHARJAH
22-Oct-91;20;F;Fall 2010-2011;UAE;UAE;UAE-Dubai;UAE-Dubai;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Undeclared;
16-Jun-89;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;5-Jul-07;Undergraduate;Rouqaya Sec. Sch. G.;Sharjah
19-Jun-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Al-Thumeed Sec.G.;Sharjah
27-Nov-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Al-Thumeed Sec.G.;Sharjah
29-Dec-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Al-Thumeed Sec.G.;Sharjah
29-Apr-90;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Arts, Humanities & Social Sci.;Sociology;Bacalorate -Literature;21-Jun-10;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN
9-Oct-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Al-Dhaid;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Undeclared;
6-May-91;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Al Reffa'a Secondary G.;SHARJAH
18-May-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH
25-Aug-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH
8-Feb-90;22;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Um Amarah Sec. Sch. Edu. G.;Sharjah
30-Jul-87;24;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH
8-Jun-91;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH
5-Jul-91;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH
22-Oct-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Al Rafee'a Secondary;SHARJAH
14-Feb-91;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH
23-Jul-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Al-Dhaid;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Al-Ibda'a Girls' Sec.Sch.;Sharjah
30-Jun-92;19;F;Fall 2010-2011;Algeria;OTHER ARAB;Non Citizen;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Al Wahda Private School;Sharjah
27-Nov-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Al Reffa'a Secondary G.;SHARJAH
30-Nov-92;19;F;Fall 2010-2011;Syria;OTHER ARAB;Non Citizen;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Scientific;21-Jun-10;Undergraduate;Al Nour Intrnational Pvt B;SHARJAH - EMIRATE
7-Aug-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Al Reffa'a Secondary G.;SHARJAH
30-Oct-92;19;F;Fall 2010-2011;Iraq;OTHER ARAB;Non Citizen;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Scientific;21-Jun-10;Undergraduate;Al Nour Intrnational Pvt B;SHARJAH - EMIRATE
4-Jul-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Shifa'a Bint Abdullah Sec;SHARJAH
19-Apr-92;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH
26-Apr-89;23;F;Fall 2010-2011;Iran;NON ARAB;Non Citizen;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;1-Jun-06;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH
21-Sep-92;19;F;Fall 2010-2011;Yemen;OTHER ARAB;Non Citizen;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;AL Noor Int'l School;
22-Dec-90;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH
30-Oct-90;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Al Shifa Bint Abdulla Ctr;KALBA
3-Nov-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Deba Al-Hosn;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN
4-Jul-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Arts, Humanities & Social Sci.;Sociology;Secondary School -Scientific;21-Jun-10;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH
16-Sep-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Khor Fakkan;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH
21-Jan-92;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Kalba;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Shifa'a Bint Abdullah Sec;SHARJAH
19-Dec-91;20;F;Fall 2010-2011;Saudi Arabia;GCC;GCC;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;7-Jul-10;Undergraduate;Salman Al Farresi Secondary;SHARJAH
26-Nov-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;21-Jun-10;Undergraduate;Al Heerah Secondary G;SHARJAH
10-May-92;20;F;Fall 2010-2011;Without Nationality (D.H.A.D);OTHER ARAB;Nil (No Official Documents);UAE-Ajman;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;7-Jul-10;Undergraduate;Manazel Sharjah;SHARJAH
17-Sep-87;24;F;Fall 2010-2011;Iran;NON ARAB;Non Citizen;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Literature;3-Jun-08;Undergraduate;Women Union Assoc School;SHARJAH
27-Dec-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Arts, Humanities & Social Sci.;Sociology;Secondary School -Scientific;21-Jun-10;Undergraduate;Waset Secondary G;SHARJAH
27-Dec-82;29;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Business Administration;Business Administration;Bachelor of Science;12-Oct-09;Graduate;University of Sharjah;SHARJAH
2-Mar-83;29;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Business Administration;Business Administration;Bachelor;12-Oct-09;Graduate;University of Sharjah;SHARJAH
11-Jul-80;31;F;Fall 2010-2011;UAE;UAE;UAE-Ajman;-;Business Administration;Business Administration;Bachelor;1-Feb-03;Graduate;Zayed University;
25-Oct-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Business Administration;Common Business Program;High School -Commercial;28-Jun-10;Undergraduate;Al Wahda Private School;
1-Jun-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Dubai;UAE-Sharjah;Business Administration;Common Business Program;Secondary School -Literature;21-Jun-10;Undergraduate;Al Sho'ala Private Sch.;SHARJAH
16-Jan-93;19;M;Fall 2010-2011;Jordan;OTHER ARAB;Non Citizen;UAE-Dubai;Business Administration;Common Business Program;Secondary School -Scientific;21-Jun-10;Undergraduate;Al Khaleej Al Arabi Secondary;SHARJAH
25-Dec-92;19;M;Fall 2010-2011;Syria;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Business Administration;Common Business Program;High School -Literature;16-Jun-10;Undergraduate;Al Dhafra Pvt School;ABU DHABI
12-Jan-92;20;M;Fall 2010-2011;Palestine;OTHER ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;High School -Scientific;1-Jul-10;Undergraduate;Dubai International Secondary;DUBAI
21-Mar-93;19;M;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Business Administration;Common Business Program;Secondary School -Literature;21-Jun-10;Undergraduate;Model Secondary School;Sharjah
12-Nov-92;19;M;Fall 2010-2011;Palestine;OTHER ARAB;Non Citizen;UAE-Dubai;Business Administration;Common Business Program;High School -Scientific;19-Jun-10;Undergraduate;Dawha School;Sharjah
10-Jun-87;24;M;Fall 2010-2011;United States of America;NON ARAB;Non Citizen;Qatar-Doha;Business Administration;Common Business Program;High School -Literature;25-Jun-05;Undergraduate;Middle East Intl School;DOHA
18-Sep-92;19;M;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Business Administration;Common Business Program;High School -Scientific;21-Jun-10;Undergraduate;Sharjah American Intl School;SHARJAH
10-Apr-93;19;M;Fall 2010-2011;Jordan;OTHER ARAB;Non Citizen;UAE-Dubai;Business Administration;Common Business Program;High School -Scientific;22-Jun-10;Undergraduate;Dawha School;Sharjah
16-May-93;18;M;Fall 2010-2011;Egypt;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Business Administration;Common Business Program;High School -Scientific;8-Jun-10;Undergraduate;International Community School;ABU DHABI
17-May-89;22;M;Fall 2010-2011;Saudi Arabia;GCC;GCC;UAE-Dubai;Business Administration;Common Business Program;Secondary School -Scientific;1-Jul-07;Undergraduate;King Abdul Aziz National Sec;AL KHOBAR
14-Jun-92;19;M;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Business Administration;Common Business Program;High School -Literature;30-Jun-09;Undergraduate;Al Ittehad Secondary;
5-Oct-92;19;M;Fall 2010-2011;Egypt;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Business Administration;Common Business Program;IG -Scientific;26-Apr-10;Undergraduate;AL Salam Private School;
11-Jan-86;26;M;Fall 2010-2011;Saudi Arabia;GCC;GCC;Saudi Arabia-Riyadh;Business Administration;Common Business Program;Secondary School -Scientific;1-Jul-04;Undergraduate;Al-Rayan Private School;
15-Dec-92;19;M;Fall 2010-2011;UAE;UAE;UAE-Ras Alkhaimah;UAE-Sharjah;Business Administration;Common Business Program;High School -Commercial;19-Jun-10;Undergraduate;Al Wahda Private School;Sharjah
12-Apr-93;19;M;Fall 2010-2011;Palestine;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Business Administration;Common Business Program;Secondary School -Scientific;21-Jun-10;Undergraduate;Al-Manhal International Privat;Abu Dhabi
1-Aug-91;20;M;Fall 2010-2011;Iran;NON ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;Secondary School -Literature;3-Jun-08;Undergraduate;Salman Al Farresi Secondary;SHARJAH
29-Jun-93;18;M;Fall 2010-2011;Palestine;OTHER ARAB;Non Citizen;UAE-Dubai;Business Administration;Common Business Program;Secondary School -Scientific;21-Jun-10;Undergraduate;Al Ahlia Al Khayria Secondary;DUBAI
23-Oct-92;19;M;Fall 2010-2011;Palestine;OTHER ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;High School -Scientific;17-Jun-10;Undergraduate;Sharjah American Intl School;SHARJAH
6-Jul-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Um Alquwain;UAE-Sharjah;Business Administration;Common Business Program;High School -Scientific;21-Jul-10;Undergraduate;Sharjah American Intl School;SHARJAH
8-May-91;21;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Business Administration;Common Business Program;High School -Literature;19-Jun-08;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah
10-Aug-89;22;F;Fall 2010-2011;Pakistan;NON ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;IG -Literature;15-Aug-09;Undergraduate;Wesgreen International School;SHARJAH
15-Jan-93;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Business Administration;Common Business Program;High School -Commercial;23-Jun-10;Undergraduate;Al Ma'arifa Pvt Intr. School;SHARJAH
2-Jun-93;18;F;Fall 2010-2011;UAE;UAE;UAE-Dubai;UAE-Dubai;Business Administration;Common Business Program;High School -Commercial;28-Jun-10;Undergraduate;Al Ittehad Secondary;
21-Mar-93;19;F;Fall 2010-2011;Bahrain;GCC;GCC;UAE-Dubai;Business Administration;Common Business Program;High School -Scientific;24-Jun-10;Undergraduate;Al Khaleej National Pvt Sch;DUBAI
16-Jun-93;18;F;Fall 2010-2011;Jordan;OTHER ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;Secondary School -Scientific;21-Jun-10;Undergraduate;Al Sho'ala Private Sch.;SHARJAH
10-Nov-92;19;F;Fall 2010-2011;Jordan;OTHER ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;IG -Literature;21-Jul-10;Undergraduate;Sharjah Public School;SHARJAH
25-Jan-93;19;F;Fall 2010-2011;Palestine;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Business Administration;Common Business Program;Secondary School -Scientific;21-Jun-10;Undergraduate;Al Wardeya Secondary;ABU DHABI
16-Mar-92;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Business Administration;Common Business Program;High School -Literature;6-Jun-09;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah
9-Jul-93;18;F;Fall 2010-2011;Jordan;OTHER ARAB;Non Citizen;UAE-Dubai;Business Administration;Common Business Program;High School -Scientific;19-Jul-10;Undergraduate;Dawha School;
4-May-92;20;F;Fall 2010-2011;Yemen;OTHER ARAB;Non Citizen;Saudi Arabia-Dammam;Business Administration;Common Business Program;High School -Scientific;14-Jul-10;Undergraduate;Manarat Al-Sharghia Secondary;AL KHOBAR
22-Sep-92;19;F;Fall 2010-2011;Saudi Arabia;GCC;GCC;Saudi Arabia-Dhahran;Business Administration;Common Business Program;Secondary School -Literature;1-Jul-10;Undergraduate;Undeclared;
26-Oct-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Business Administration;Common Business Program;High School -Commercial;21-Jun-10;Undergraduate;Al Wahda Private School;
13-Sep-92;19;F;Fall 2010-2011;Lebanon;OTHER ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;High School -Scientific;21-Jun-10;Undergraduate;Dawha School;Sharjah
13-Mar-92;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Business Administration;Common Business Program;Secondary School -Literature;21-Jun-10;Undergraduate;Undeclared;
7-Nov-91;20;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Business Administration;Common Business Program;Secondary School -Literature;21-Jun-10;Undergraduate;Waset Secondary G;SHARJAH
21-Oct-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Business Administration;Common Business Program;High School -Scientific;27-Jun-10;Undergraduate;Dubai Al Watania Secondary;DUBAI
20-Dec-91;20;F;Fall 2010-2011;Afghanistan;NON ARAB;Non Citizen;UAE-Dubai;Business Administration;Common Business Program;High School -Literature;21-Jul-10;Undergraduate;Al Ma'arif Secondary;DUBAI
14-Jul-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Business Administration;Common Business Program;Secondary School -Literature;27-Jun-10;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH
23-Jan-93;19;F;Fall 2010-2011;Qatar;GCC;GCC;Qatar-Doha;Business Administration;Common Business Program;Secondary School -Scientific;21-Jun-10;Undergraduate;Al Bayan Educatinal Complex  G;QATAR
13-Aug-91;20;M;Fall 2010-2011;Yemen;OTHER ARAB;Non Citizen;UAE-Ajman;Business Administration;Common Business Program;IG -Literature;;Undergraduate;Sharjah Public School;SHARJAH
5-Sep-91;20;F;Fall 2010-2011;Jordan;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Business Administration;Common Business Program;High School -Scientific;14-Jun-09;Undergraduate;Al Rawafed Pvt;ABU DHABI
29-Nov-92;19;F;Fall 2010-2011;Saudi Arabia;GCC;GCC;Saudi Arabia-Dammam;Business Administration;Common Business Program;Secondary School -Scientific;20-Jun-10;Undergraduate;Al Jame'ah Al Ahlia Secondary;AL KHOBAR
12-Jun-91;20;F;Fall 2010-2011;UAE;UAE;UAE-Ajman;UAE-Ajman;Business Administration;Common Business Program;Secondary School -Literature;16-Jun-09;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah
14-Jan-92;20;M;Fall 2010-2011;Jordan;OTHER ARAB;Non Citizen;-;Business Administration;Common Business Program;Secondary School -Scientific;8-Jun-09;Undergraduate;Ras Al Khaimah Secondary;RAS AL-KHAIMAH
17-Sep-91;20;F;Fall 2010-2011;India;NON ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;Indian Board Cert. -Scientific;21-May-10;Undergraduate;New Indian Model School;SHARJAH
2-Jan-93;19;F;Fall 2010-2011;UAE;UAE;UAE-Ras Alkhaimah;UAE-Ras Al-Khaima;Business Administration;Common Business Program;Secondary School -Literature;21-Jun-10;Undergraduate;Al Sabahia Secondary;RAS AL-KHAIMAH
30-Nov-91;20;F;Fall 2010-2011;Egypt;OTHER ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;Secondary School -Literature;21-Jun-10;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH
17-Feb-91;21;F;Fall 2010-2011;Palestine;OTHER ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;Secondary School -Scientific;2-Jun-08;Undergraduate;National Charity School Girls;Dubai
11-Dec-92;19;F;Fall 2010-2011;Jordan;OTHER ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;Secondary School -Scientific;21-Jun-10;Undergraduate;Al Estiqlal Private School;Sharjah
26-Jun-93;18;F;Fall 2010-2011;Jordan;OTHER ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;Secondary School -Scientific;21-Jun-10;Undergraduate;Al Ahlia Pvt Secondary;SHARJAH
4-Aug-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Business Administration;Common Business Program;Secondary School -Literature;24-Jun-10;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH
14-Oct-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Al Fujairah;UAE-Fujairah;Business Administration;Common Business Program;Secondary School -Literature;21-Jun-10;Undergraduate;Masafi Secondary B;MASSAFI
8-Sep-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Ras Alkhaimah;UAE-Ras Al-Khaima;Business Administration;Common Business Program;Secondary School -Literature;21-Jun-10;Undergraduate;Al Dheet Secondary G;RAS AL KHAIMAH - EMI
14-Sep-93;18;F;Fall 2010-2011;Syria;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Business Administration;Common Business Program;Secondary School -Scientific;21-Jun-10;Undergraduate;Rosary School;
3-May-92;20;F;Fall 2010-2011;Lebanon;OTHER ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;High School -Scientific;21-Jun-10;Undergraduate;Dawha School;Sharjah
30-Apr-93;19;F;Fall 2010-2011;Lebanon;OTHER ARAB;Non Citizen;UAE-Dubai;Business Administration;Common Business Program;High School -Scientific;19-Jun-10;Undergraduate;Dawha School;
6-Nov-92;19;F;Fall 2010-2011;Somalia;OTHER ARAB;Non Citizen;UAE-Dubai;Business Administration;Common Business Program;High School -Commercial;21-Jun-10;Undergraduate;Dubai National School.;DUBAI
14-Dec-92;19;M;Fall 2010-2011;Jordan;OTHER ARAB;Non Citizen;UAE-Dubai;Business Administration;Common Business Program;Secondary School -Scientific;21-Jun-10;Undergraduate;Al Ahlia Al Khayria Secondary;DUBAI
18-Sep-92;19;M;Fall 2010-2011;Jordan;OTHER ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;High School -Scientific;23-Jun-10;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah
20-Apr-91;21;M;Fall 2010-2011;Qatar;GCC;GCC;Qatar-Doha;Business Administration;Common Business Program;Secondary School -Literature;19-Oct-08;Undergraduate;Al Furqan Secondary;Doha
13-Oct-92;19;F;Fall 2010-2011;Germany;NON ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;High School -Commercial;23-Jun-10;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah
29-May-93;18;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Business Administration;Common Business Program;High School -Scientific;21-Jun-10;Undergraduate;Sharjah American Intl School;SHARJAH
4-Aug-93;18;F;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Sharjah;Business Administration;Common Business Program;High School -Scientific;28-Jun-10;Undergraduate;Sharjah American Intl School;SHARJAH
13-Apr-93;19;M;Fall 2010-2011;UAE;UAE;UAE-Sharjah;UAE-Dubai;Business Administration;Common Business Program;High School -Literature;23-Jun-10;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah
3-Oct-92;19;M;Fall 2010-2011;Jordan;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Business Administration;Common Business Program;High School -Literature;22-Jun-10;Undergraduate;Al Dhafra  Pvt Secondary;ABU DHABI
11-Jul-92;19;M;Fall 2010-2011;Egypt;OTHER ARAB;Non Citizen;UAE-Dubai;Business Administration;Common Business Program;Secondary School -Literature;21-Jun-10;Undergraduate;Mohamed Bin Rashid Secondary B;DUBAI
15-Sep-92;19;M;Fall 2010-2011;Palestine;OTHER ARAB;Non Citizen;UAE-Abu Dhabi;Business Administration;Common Business Program;High School -Literature;10-Jun-10;Undergraduate;Al Worood Academy Priv. Sch.;Abu Dhabi
22-Aug-92;19;M;Fall 2010-2011;Jordan;OTHER ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;Secondary School -Scientific;21-Jun-10;Undergraduate;Al Ahlia Al Khayria Secondary;DUBAI
14-Nov-91;20;M;Fall 2010-2011;Kuwait;GCC;GCC;Kuwait-Al Qadisiah;Business Administration;Common Business Program;High School -Literature;27-May-10;Undergraduate;Undeclared;
20-Aug-93;18;M;Fall 2010-2011;Syria;OTHER ARAB;Non Citizen;UAE-Sharjah;Business Administration;Common Business Program;Secondary School -Scientific;21-Jun-10;Undergraduate;Al Sho'ala Private Sch.;SHARJAH
16-Oct-92;19;M;Fall 2010-2011;UAE;UAE;UAE-Abu Dhabi;UAE-Al Ain;Business Administration;Common Business Program;Secondary School -Literature;21-Jun-10;Undergraduate;Al Shuwaib Secondary;AL AIN
29-Jul-92;19;F;Fall 2010-2011;UAE;UAE;UAE-Um Alquwain;UAE-Umm Al-Quwain;Business Administration;Common Business Program;Secondary School -Literature;21-Jun-10;Undergraduate;Al-Mualla Secondary;UMM AL QUWAIN
8-Jul-93;18;F;Fall 2010-2011;Egypt;OTHER ARAB;Non Citizen;UAE-Dubai;Business Administration;Common Business Program;Secondary School -Literature;21-Jun-10;Undergraduate;Al-Aalam Al-Jadeed Private Sch;Dubai
